,title,type,source,text,added_date
150,Mexico inflation likely eased in first half of September - Reuters poll,Business,Reuters,"Mexico's headline inflation likely eased in the first half of September while remaining above the official target, a Reuters poll showed on Wednesday, suggesting the central bank could hold its historically high interest rate for some time.  A median forecast of 13 analysts estimated an annual headline inflation of 4.48% for the first two weeks of the month, the lowest level since March 2021.  Core inflation, which strips out highly volatile products, saw an analyst estimate of 5.76% for the same period from a year earlier, the lowest level since November 2021.",2023-09-20 21:39:19.031203
151,Student loans: Former University of Phoenix students get $37 million in loans discharged,U.S.,Yahoo Finance,"The action applies to borrowers who enrolled in Phoenix between Sept. 21, 2012, and Dec. 31, 2014, and applied for a borrower defense loan discharge.",2023-09-20 21:41:27.637385
152,TREASURIES-Two-year yields hit 17-year highs after hawkish Fed,Business,Reuters,"""It looks as though the Fed is trying to send as hawkish as signal as it possibly can,"" said Gennadiy Goldberg, head of U.S. rates strategy at TD Securities in New York.  Fed funds futures traders are still pricing in only a partial chance of a further rate hike, with a 33% probability in November and 47% chance by December, according to the CME Group's FedWatch Tool.  As they did in June, Fed policymakers at the median still see the central bank's benchmark overnight interest rate peaking this year in the 5.50%-5.75% range, just a quarter of a percentage point above the current range.",2023-09-20 21:47:57.611859
153,"UPDATE 1-US natgas prices fall 4% on drop in LNG feedgas, milder weather forecasts",Business,Reuters,"SUPPLY AND DEMAND  Financial firm LSEG said average gas output in the lower 48 U.S. states has eased to 102.2 billion cubic feet per day (bcfd) so far in September, down from a record 102.3 bcfd in August.  On a daily basis, however, output over the past few days was on track to drop by around 1.9 bcfd to a preliminary six-week low of 100.8 bcfd on Wednesday.  With seasonally milder weather coming, LSEG forecast U.S. gas demand, including exports, will ease from 95.6 bcfd this week to 94.5 bcfd next week.",2023-09-20 21:54:51.473929
154,"MGM says its hotels, casinos 'operating normally' after cyberattack",Business,Reuters,"MGM Resorts said on Wednesday that all its hotels and casinos were ""operating normally"" after it shut down some of its computer systems over cybersecurity issues earlier this month.  The company, which operates over 30 hotel and gaming venues around the world including in Macau and Las Vegas, was targeted by a hacking group named Scattered Spider, Reuters reported, citing two sources familiar with the matter.  Several security analysts have drawn attention to Scattered Spider over the past year for its social engineering tactics.",2023-09-20 21:54:52.226871
155,"US STOCKS-Wall Street gyrates after Fed keeps rates steady, warns of higher for longer",Business,Reuters,"Wall Street oscillated after the U.S. Federal Reserve held key interest rates unchanged as widely expected, and revised economic projections higher, even as Chairman Powell warned the battle against inflation was far from over.  All three major U.S. stock indexes whipsawed in the wake of announcement and the accompanying Summary Economic Projections (SEP) and dot plot, which sees an additional 25 basis point rate hike this year, peaking in the 5.50%-5.75% range.  “There were no surprises,"" said Peter Cardillo, chief market economist at Spartan Capital Securities in New York.",2023-09-20 22:01:20.330404
156,"UPDATE 1-'Stop the war' and Zelenskiy need not speak, UN Security Council chair tells Russia",World,Reuters,"It was to be Ukrainian President Volodomyr Zelenskiy's first in- person appearance at a U.N. Security Council meeting on Moscow's invasion of his country when Russian Ambassador Vassily Nebenzia objected to him taking the floor at the start of the meeting.  Albanian Prime Minister Edi Rama, serving as president of the tense session, responded with a gibe at Moscow, which has long said the invasion does not amount to a war but was a mere ""special military operation"".  ""I want to assure our Russian colleagues and everyone here that this is not a special operation by the Albanian presidency,"" Rama, known for a piercing sense of humor, said to muted laughter across the room.",2023-09-20 22:07:48.785109
157,Text of the policy statement the Federal Reserve released Wednesday,Business,AP Finance,"Recent indicators suggest that economic activity has been expanding at a solid pace.  Job gains have slowed in recent months but remain strong, and the unemployment rate has remained low.  Tighter credit conditions for households and businesses are likely to weigh on economic activity, hiring, and inflation.",2023-09-20 22:25:14.432894
158,"Normal operations return to MGM Resorts 10 days after cyberattack, casino company says",Business,AP Finance,"Casino giant MGM Resorts International announced Wednesday that all of its hotels and casinos across the U.S. were “operating normally,” 10 days after a cyberattack led the company to shut down reservation and credit card processing in an effort to protect its data.  It also said its website and phone app were taking dining and spa reservations while the company works to restore hotel booking and loyalty reward functions.  Details about the extent of the data breach were not immediately disclosed, including what information may have been compromised and how much the break-in cost the company.",2023-09-20 22:25:15.169006
159,CANADA FX DEBT-Canadian dollar gives back earlier gains on hawkish Fed,Business,Reuters,"The Canadian dollar was little changed against its U.S. counterpart on Wednesday, with the currency giving back its earlier gains as oil prices fell and the U.S. Federal Reserve added to its hawkish stance.  The Fed held interest rates steady but projected another rate increase by the end of the year and monetary policy kept significantly tighter through 2024 than previously expected.  ""The U.S. dollar is climbing against its major rivals as Treasury yields push higher across the front-end of the curve, and risk-sensitive assets - from equities to the Canadian dollar - are weakening,"" Karl Schamotta, chief market strategist at Corpay, said in a note.",2023-09-20 22:29:24.843738
160,QUOTES-Notable remarks on Ukraine at UN Security Council,World,Reuters,"Ukrainian President Volodymyr Zelenskiy on Wednesday attended a U.N. Security Council meeting in person for the first time since Russia invaded in February 2022.  ""But Ukrainians are not giving up for they've seen what life would look like if they submit to Russian control.""",2023-09-20 22:29:25.550966
161,"Stocks slip as Fed leaves interest rates unchanged, hints at one more hike: Stock market news today",Business,Yahoo Finance,Stocks were mixed Wednesday as Wall Street digested the Federal Reserve's decision to hold interest rates steady as expected.,2023-09-20 22:31:53.637119
162,FOREX-Dollar higher as Fed skips rate hike but stiffens hawkish stance,Business,Reuters,"The U.S. dollar edged higher against a basket of currencies on Wednesday, after the Federal Reserve held interest rates steady but stiffened its hawkish stance with a further rate increase projected by the end of the year.  As they did in June, Fed policymakers at the median still see the central bank's benchmark overnight interest rate peaking this year in the 5.50%-5.75% range, just a quarter of a percentage point above the current range.  But from there, the Fed's updated quarterly projections show rates falling only half a percentage point in 2024 compared with the full percentage point of cuts anticipated at the meeting in June.",2023-09-20 22:49:09.615238
163,Fed sending 'bit more of a hawkish message' than expected: Analyst,Business,Yahoo Finance Video,"The Federal Reserve decided to hold interest rates steady in September. Sonia Meskin, BNY Mellon Investment Management Head of US Macro, and Michael Kushma, Morgan Stanley Investment Management Management CIO of Broad Markets Fixed Income, join Yahoo Finance Live to discuss the Fed’s decision. Kushma explains that the FOMC's statement reiterates the ""idea of a very soft landing kind of economy, with the unemployment rate… forecast being brought down, growth being upgraded significantly for this year and next year."" “I do think this is a bit of a hawkish message and it reinforces the concern in the committee that they may have to do more to get inflation back down to two percent, as patient as they would like to be into 2026,"" Meskin says. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-20 22:53:18.328772
164,"GLOBAL MARKETS-Stocks waver, short-end U.S. yields rise after hawkish Fed statement",Business,Reuters,"A gauge of global equities wavered and shorter-dated Treasury yields edged up on Wednesday after the Federal Reserve projected another rate hike by year end and monetary policy significantly tighter through 2024 than previously expected.  The U.S. central bank held interest rates steady as expected at the end of a two-day policy meeting, but the policy-setting Federal Open Market Committee said ""inflation remains elevated"" and Fed Chair Jerome Powell said the Fed's job is to lower it.",2023-09-20 23:02:27.628324
165,"Fed's Powell proceeding 'carefully' on monetary policy, inflation",Business,Yahoo Finance Video,"The Federal Reserve is putting a pause on interest rates in September, potentially leaving room for one last hike in 2023. Yahoo Finance Fed Reporter Jennifer Schonberger breaks down Fed Chair Jerome Powell's statements on data dependency while carefully considering the next monetary policy steps to tame inflation to the 2% goal. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-20 23:04:32.871330
166,Enovix buys Korean battery maker RouteJade in cash and stock deal,Business,Reuters,"Enovix, a Silicon Valley firm developing new battery technology for consumer electronics such as mobile phones, said on Wednesday it has acquired Korean battery maker RouteJade in a cash-and-stock deal.  Enovix said it paid $16.5 million in cash and 6.2 million shares of common stock for RouteJade, which had previously been a supplier to Enovix.  Enovix Chief Executive Raj Talluri told Reuters that the deal will help Fremont, California-based Enovix vertically integrate its battery manufacturing operations as it scales up a factory in Malaysia next year.",2023-09-20 23:06:57.748933
167,"US STOCKS-Wall Street closes lower after Fed holds rates steady, warns of higher for longer",Business,Reuters,"U.S. stocks slumped on Wednesday after the U.S. Federal Reserve held key interest rates unchanged as widely expected, and revised economic projections higher with warnings that the battle against inflation was far from over.  All three major U.S. stock indexes retreated in the wake of announcement and the accompanying Summary Economic Projections (SEP) and dot plot, which sees an additional 25 basis point rate hike this year, peaking in the 5.50%-5.75% range.",2023-09-20 23:06:58.549618
168,"Stocks slide after Fed pauses, hints at higher interest rates for longer: Stock market news today",Business,Yahoo Finance,Stocks were mixed Wednesday as Wall Street digested the Federal Reserve's decision to hold interest rates steady as expected.,2023-09-20 23:13:20.398234
169,"AstraZeneca refused to pay full bonus to US remote worker, lawsuit claims",Business,Reuters,"AstraZeneca Pharmaceuticals LP has been sued in the U.S. by a former senior director who claims the drugmaker refused to pay her nearly $130,000 in promised bonuses and stock options because she worked from home full-time.  Elmarie Bodes, who was AstraZeneca's senior director of business transformation until January, said in the lawsuit filed in South Carolina state court on Tuesday that she was owed a $124,000 performance bonus and $65,000 in stock options.  Instead, AstraZeneca earlier this year cut her payout in half and refused to grant any stock options because she did not come into the office at least three days per week, according to the lawsuit.",2023-09-20 23:13:21.137824
170,"How major US stock indexes fared Wednesday, 9/20/2023",Business,AP Finance,"U.S. stocks slumped after the Federal Reserve said it may not cut interest rates next year by as much as it earlier thought, regardless of how much Wall Street wants it.  While leaving the Fed’s main interest rate steady Wednesday, officials at the central bank also suggested they may cut rates next year by only half a percentage point.  The Nasdaq composite fell 209.06 points, or 1.5%, to 13,469.13.",2023-09-20 23:17:55.199413
171,Amazon drops planned merchant fee as FTC lawsuit looms - Bloomberg News,Business,Reuters,"The reported turnaround in Amazon's plans comes when the e-commerce giant is facing a potential antitrust lawsuit from the U.S. Federal Trade Commission.  The move suggests the company is taking a more cautious approach to how much money it can charge online sellers, the Bloomberg report said.  Effective Oct. 1, Amazon was planning to impose a new 2% fee on every sale by third-party sellers that ship their products themselves, according to media reports in August.",2023-09-20 23:22:16.553990
172,UPDATE 1-FedEx raises lower end of full-year adjusted profit forecast,Business,Reuters,"FedEx raised the lower end of its full-year adjusted profit forecast on Wednesday as it benefited from problems experienced by rivals UPS and Yellow.  FedEx's shares rose 4% to $261.38 after the bell.  The company, which has been slashing costs to protect profits, has also benefited as some worried UPS customers shifted packages to the FedEx network ahead of the Aug. 1 expiration of that rivals' contract covering about 340,000 United Brotherhood of Teamsters-represented workers.",2023-09-20 23:26:08.447309
173,Powell: 'We would just have to deal’ with less data if government shuts down,Business,Yahoo Finance,A possible shutdown at the end of this month could make the job of the Fed more difficult as economic tracking from certain agencies would cease.,2023-09-20 23:32:36.967476
174,"Arm, Instacart, IBM: Trending Tickers",Business,Yahoo Finance Video,"Arm Holdings (ARM) shares close lower on Wednesday as ARK Invest Founder Cathie Wood notably avoided the chipmaker's IPO, stating there's ""too much emphasis on AI."" Instacart (CART) stock falls by over 10% to close out its first full trading day. Lastly, RBC analysts initiate coverage on IBM, rating it at ""Outperform"" with a price target of $188. Yahoo Finance Live's Akiko Fujita and Josh Lipton highlight some of the top trending stocks after Wednesday's closing bell at the New York Stock Exchange. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-20 23:32:37.767832
175,Fed's Powell calls soft landing a 'primary objective',Business,Yahoo Finance,"The Fed is still after an elusive soft landing, which remains a ""plausible outcome,"" but not the baseline expectation, according to Fed Chair Powell.",2023-09-20 23:36:52.990199
176,UPDATE 1-Disney CEO says company will 'quiet the noise' in culture wars -analyst,Business,Reuters,"Walt Disney CEO Bob Iger told investors the company will ""quiet the noise"" in a culture war that has pitted social conservatives against the global media and entertainment conglomerate, according to an analyst note on Wednesday.  Iger’s brief statement, included in an analyst report from Needham media analyst Laura Martin, was part of an investors’ presentation on Tuesday at Walt Disney World Resort in Orlando, Florida, in which the CEO also announced Disney will double its investment in theme parks and cruise ships over the next decade.  Disney is struggling to make its streaming business profitable, improve the quality of its films, position its flagship sports brand, ESPN, to stream directly to consumers, and potentially shed its television networks.",2023-09-20 23:41:26.018941
177,Credit card debt is still a big problem even though the Fed didn't hike interest rates,Business,Yahoo Finance,Fed policymakers kept the federal funds rate unchanged at a 22-year high of 5.25% to 5.5% in September.,2023-09-20 23:49:34.864702
178,"Proxy advisor ISS opposes Stratasys, Desktop Metal merger in 3D printing",Business,Reuters,"Influential proxy advisory firm Institutional Shareholder Services recommended 3D printer manufacturer Stratasys shareholders reject plans to buy Desktop Metal, saying another offer ""presents a more convincing route to value creation,"" in a note seen by Reuters on Wednesday.  ISS's recommendation, which tends to carry significant weight with shareholders, comes only days before the Sept. 28 vote and marks the latest twist in a years-long drama over how the 3D printing industry may be consolidated.  ""It is not clear that it (the all-stock offer Stratasys made for Desktop Metal) creates value for 3D printer manufacturer Stratasys shareholders,"" ISS wrote in its note to clients with a headline ""vote against acquisition at SSYS meeting.""",2023-09-20 23:49:35.634305
179,Pennsylvania state government will prepare to start using AI in its operations,U.S.,AP Finance,"Pennsylvania state government will prepare to use artificial intelligence in its operations, Democratic Gov. Josh Shapiro said Wednesday, as states are increasingly trying to gauge the impact of AI and how to regulate it.  Shapiro, speaking at a news conference at Carnegie Mellon University in Pittsburgh, said his administration is convening an AI governing board, publishing principles on the use of AI and developing training programs for state employees.  Pennsylvanians will expect state government to understand AI, adapt to AI and ensure that it is being used safely in the private sector, Shapiro said.",2023-09-20 23:54:02.250390
180,"Lawyers who sued Tesla board for excess pay want $10,000 an hour",Business,Reuters,"A legal team that forced Tesla's directors to agree in July to return more than $700 million in compensation to the automaker for allegedly overpaying themselves are now seeking a huge payday of their own.  The lawyers want a judge to approve $229 million in fees, or $10,690 an hour, according to a Sept. 8 filing in Delaware's Court of Chancery.  The sum would be distributed among lawyers from four firms that spent several years building a case against the compensation paid to Tesla's directors from 2017 to 2020.",2023-09-21 00:02:39.642107
181,Chewy stock drops following Oppenheimer downgrade,Business,Yahoo Finance Video,"Shares of Chewy (CHWY) fall following a downgrade from ""Outperform"" to ""Perform"" by Oppenheimer analysts, who noted ""recent signs of weakness"" in a previously resilient pet food category. With inflation high, many consumers are looking for value in purchases, such as making decisions between wet or dry pet food and skimping on treats. Yahoo Finance Reporter Brooke DiPalma takes a look at Chewy's stock action, citing Chewy CEO Sumit Singh's comments on normalizing ""pet inflation"" in an exclusive interview with Yahoo Finance. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 00:02:44.214337
182,"GLOBAL MARKETS-Stocks slide, US yields rise after hawkish Fed stance",Business,Reuters,"A gauge of global stocks tumbled and Treasury yields shot up on Wednesday after the U.S. Federal Reserve projected another rate hike by year end and much tighter monetary policy through 2024 than previously expected to fight still too high inflation.  The U.S. central bank held interest rates steady as expected at the end of a two-day policy meeting, but the rate-setting Federal Open Market Committee said ""inflation remains elevated"" and Fed Chair Jerome Powell said the Fed's job is to lower it.",2023-09-21 00:07:08.131244
183,Amazon stock: Why the company is 'walking a tightrope',Business,Yahoo Finance Video,"Amazon (AMZN) is the last of the ""magnificent seven"" tech stocks that Yahoo Finance Tech Reporter Allie Garfinkle is profiling. Garfinkle discusses how the company is ""trying to balance efficiency and growth moving forward,"" as well as the strength of Amazon's e-commerce business.",2023-09-21 00:07:09.037540
184,Apple puts emphasis on gaming with the latest iPhone 15 release,Business,Yahoo Finance Video,"Apple (AAPL) is making a push towards gaming with its recent iPhone 15 launch, particularly within the Pro lineup. Apple has incorporated advanced gaming features, aiming to deliver the capability of console-quality gaming. Yahoo Finance's Dan Howley analyzes how Apple has equipped its latest enhancements to compete with existing gaming consoles and explores the potential risks and benefits of of Apple's entry into the gaming industry. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 00:18:39.184190
185,Fonterra's full-year profit more than doubles on margin boost,Business,Reuters,"The world's biggest dairy exporter also benefited from higher prices and strong demand for its dairy ingredients and foodservice channel.  ""We are watching market dynamics closely and there are indications demand for New Zealand milk powders will start to return from early 2024,"" CEO Miles Hurrell said.  Fonterra reported normalised profit after tax, excluding the one-off gain from divestments, of NZ$1.33 billion ($788.3 million) for the year ended July 31, compared with NZ$591 million, a year earlier.",2023-09-21 00:25:14.304237
186,"Fed holds rates, Klaviyo IPO, Biden student debt forgiveness: Top Stories",Business,Yahoo Finance Video,"Fed officials are holding interest rates steady while also signaling one last rate hike for 2023. Shares of market automation company Klaviyo (KVYO) closed higher by over 9% on its IPO debut. The Biden administration will forgive up to $37 million in student debt for University of Phoenix graduates and attendees over the for-profit college's misleading marketing tied to its corporate partnerships. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 00:25:15.159366
187,Finance titans meet with Ukraine's Zelenskiy in New York -sources,Business,Reuters,"Investors Ken Griffin and Bill Ackman, who oversee billions of dollars in private funds, are meeting with Ukrainian President Volodomyr Zelenskiy in New York, according to two sources briefed on the event scheduled for Wednesday afternoon.  Zelenskiy addressed the United Nations Security Council earlier on Wednesday about Russia's February 2022 invasion of his country and its consequences.  Representatives for Griffin's Citadel, and Ackman's Pershing Square Capital Management and JPMorgan declined to comment.",2023-09-21 00:34:21.245796
188,"Darden earnings, existing-home sales, Fed interview: What to watch",Business,Yahoo Finance Video,"Darden Restaurants (DRI), the parent company of Olive Garden, will be reporting its first-quarter earnings results on Thursday. August's existing home sales data is set to be released as home inventories and high mortgage rates continue to challenge homebuyers. Former Federal Reserve Bank of Kansas City CEO and President Esther George will also be joining Yahoo Finance Live for an exclusive interview. Yahoo Finance's Josh Lipton breaks down what to watch for Thursday, September 21. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 00:34:22.144868
189,"Exxon sees $16 billion in earnings for fuels, chemicals by 2027",Business,Reuters,"Exxon Mobil Corp expects its motor fuels and chemicals earnings to reach $16 billion by 2027, up about $4 billion from current levels as demand continues to rise, executives said on Wednesday.  The largest U.S. oil company has been generating strong refining profits this year in part on a massive expansion of refining capacity and focus on higher margin chemicals.  ""Toward the end of this decade we see gasoline demand peaking, but it will be a long plateau,"" Exxon Senior Vice President Jack Williams said at briefing at its Spring, Texas, headquarters.",2023-09-21 00:36:35.050748
190,Cleveland-Cliffs clashes with U.S. Steel as sale process gets underway -sources,Business,Reuters,"U.S. Steel Corp is locked in a spat with rival steelmaker Cleveland-Cliffs Inc over a confidentiality pact that would allow the latter to participate in a sale process that is underway, people familiar with the matter said on Wednesday.  U.S. Steel has not opened its books to Cliffs since announcing on Aug. 13 it will explore a sale, even as it accepts initial bids this week from other potential acquirers, because Cliffs will not agree to its conditions, the sources said.  Cliffs has refused to sign a six-month standstill agreement that would prevent it from challenging U.S. Steel's board of directors, because it wants to keep its options open as it pursues the company, the sources said.",2023-09-21 00:45:14.593056
191,"WRAPUP-Klaviyo, Arm, Instacart wobble, raising doubts over IPO revival",Business,Reuters,"Marketing automation firm Klaviyo's shares closed well below their first-day high on Wednesday, while a slump in the stocks of Arm Holdings and Instacart added to doubts over whether a hoped-for new-listings revival would materialize.  The high-profile listings have put investor focus back on the initial public offering (IPO) market after a nearly 18-month dry spell, but it may still be a tough time for offerings given high interest rates and recent declines in the broader U.S. stock market, said some investors and market participants.  ""Investment bankers that help to take companies public are pushing the strong debut of Arm and Instacart... saying this is a great time to go public,"" said Robert Pavlik, senior portfolio manager at Dakota Wealth in Fairfield, Connecticut.",2023-09-21 00:49:51.764079
192,"Marketmind: Central bank bonanza, yen intervention watch",Business,Reuters,"Three monetary policy decisions in Asia and a finely balanced call from the Bank of England will give Asian markets their steer, as investors digest the Federal Reserve's policy decision, revised forecasts and guidance on Wednesday.  The central banks of Indonesia, the Philippines and Taiwan are all widely expected to keep key lending rates on hold at 5.75%, 6.25% and 1.88%, respectively, so investors will be looking to policy statements for clues on future moves.",2023-09-21 00:49:52.592063
193,"Klaviyo, Arm, Instacart wobble, raising doubts over IPO revival",Business,Reuters,"Marketing automation firm Klaviyo's shares closed well below their first-day high on Wednesday, while a slump in the stocks of Arm Holdings and Instacart added to doubts over whether a hoped-for new-listings revival would materialize.  The high-profile listings have put investor focus back on the initial public offering (IPO) market after a nearly 18-month dry spell, but it may still be a tough time for offerings given high interest rates and recent declines in the broader U.S. stock market, said some investors and market participants.  ""Investment bankers that help to take companies public are pushing the strong debut of Arm and Instacart... saying this is a great time to go public,"" said Robert Pavlik, senior portfolio manager at Dakota Wealth in Fairfield, Connecticut.",2023-09-21 00:54:22.011486
194,UPDATE 1-Finance titans meet with Ukraine's Zelenskiy in New York -sources,Business,Reuters,"Investors Ken Griffin and Bill Ackman, who oversee billions of dollars in private funds, are meeting with Ukrainian President Volodomyr Zelenskiy in New York, according to two sources briefed on the event scheduled for Wednesday afternoon.  Zelenskiy addressed the United Nations Security Council earlier on Wednesday about Russia's February 2022 invasion of his country and its consequences.  The financiers, who are often invited to weigh in by central bankers and policy makers on political issues, were invited to speak with Zelenskiy along with other Wall Street investors, the sources said.",2023-09-21 00:58:28.761814
195,"UPDATE 1-Brazil central bank cuts rates, signals more 50 bps cuts ahead",Business,Reuters,"Brazil's central bank cut its benchmark interest rate by 50 basis points on Wednesday, as it signaled last month, and flagged further reductions of the same magnitude ahead.  After kicking off the easing cycle with a split decision in August, the bank's rate-setting committee, called Copom, voted unanimously to cut its benchmark Selic rate to 12.75%, in line with the expectations of all 48 economists surveyed by Reuters.  Senior government officials have suggested in recent weeks that the central bank could pick up the pace of rate cuts this year, but Copom gave no hint of that in its decision.",2023-09-21 01:02:46.042846
196,"UPDATE 1-MGM Resorts recovers from cyberattack, but still no digital room keys",Business,Reuters,"MGM Resorts said on Wednesday its hotels and casinos were back to normal operations but it was working to resolve issues at its luxury Excalibur hotel and casino in Las Vegas, over a week after a cyberattack disrupted its systems.  Digital keys and mobile check-in at MGM hotels, however, were unavailable on Wednesday and the company said it was issuing physical keys to guests.  The company, which runs more than 30 hotel and gaming venues globally, including in Macau and Las Vegas, was targeted by a hacking group named Scattered Spider, Reuters earlier reported, citing two sources familiar with the matter.",2023-09-21 01:02:47.363047
197,Stocks retreat as Wall Street braces for 'higher for longer' rates: Stock market news today,Business,Yahoo Finance,US stocks were poised to continue their retreat on Thursday as investors worried over the Fed's hawkish stance.,2023-09-21 14:23:08.187725
198,America's tax collectors may escape a possible government shutdown,U.S.,Yahoo Finance,"If the federal government shuts down on Oct. 1, many critical US agencies will close their doors and send employees home. But that is likely not to be the case at the IRS.",2023-09-21 14:23:09.245304
199,UPDATE 1-Bank of England halts run of interest rate hikes as economy slows,Business,Reuters,"The Bank of England halted its long run of interest rate increases on Thursday as the British economy slowed, but said it was not taking a recent fall in inflation for granted.  It was the first time since December 2021 that the BoE did not increase borrowing costs.  Britain's economy has been hampered by the highest inflation rate in the Group of Seven even as growth remains fragile, raising the risk for the BoE of pushing it into a recession with its 14 back-to-back rate hikes to date.",2023-09-21 14:32:16.131942
200,UPDATE 1-Chevron accepts recommendations of Australia tribunal to end dispute with LNG unions,World,Reuters,"Chevron has accepted recommendations made by Australia's industrial tribunal, the Fair Work Commission, to end a dispute with unions at its liquefied natural gas (LNG) facilities in Western Australia, a company spokesperson said on Thursday.  A union official, who declined to be named, said members were in a meeting to discuss the Fair Work Commission offer.",2023-09-21 14:32:16.818822
201,Union Pacific says freight traffic hit by migrant crisis on U.S.-Mexico border,World,Reuters,"Movement of thousands of tons of customer freight by Union Pacific has been halted as a growing migrant crisis led U.S. border authorities to temporarily close train traffic to Mexico via Eagle Pass gateway in Texas, the railroad said.  The pass is one of the busiest gateways between the U.S. and Mexico and was shut as media outlets reported migrants from Mexico riding on rail wagons to cross into the small Texan city.  The influx of migrants has prompted Eagle Pass Mayor Rolando Salinas to issue emergency declaration, citing ""severe undocumented immigrant surge"".",2023-09-21 14:41:20.758547
202,UPDATE 1-BoE's Bailey: We will be watching 'closely' to see if further rate hikes are needed,Business,Reuters,"Bank of England Governor Andrew Bailey said on Thursday that the central bank would be watching closely to see if further increases to interest rates are needed.  ""We will be watching closely to see if further increases are needed,"" Bailey said after the BoE decided to hold rates at 5.25%, halting its long run of interest rate increases.",2023-09-21 14:41:21.416546
203,RPT-UPDATE 1-Chevron accepts recommendations of Australia tribunal to end dispute with LNG unions,World,Reuters,"Chevron has accepted recommendations made by Australia's industrial tribunal, the Fair Work Commission, to end a dispute with unions at its liquefied natural gas (LNG) facilities in Western Australia, a company spokesperson said on Thursday.  A union official, who declined to be named, said members were in a meeting to discuss the Fair Work Commission offer.  The move raises the possibility the parties could reach a deal that could call off strikes hours before the two sides appear before the Commission.",2023-09-21 14:53:32.420293
204,Darden beats first-quarter estimates on steady casual dining demand,Business,Reuters,"Darden Restaurants beat quarterly sales and profit estimates on Thursday, helped by higher menu prices, easing cost pressures and steady demand at its casual dining restaurant chains.  However, shares of Orlando, Florida-based Darden were about 1% lower in premarket trade after the company maintained its full-year sales and profit targets.  U.S. restaurant chains have raised their menu prices over the past year in order to wrestle elevated costs linked to labor, produce and raw materials, even as some of those expenses have now come down from their peaks.",2023-09-21 14:59:34.393771
205,US STOCKS-Futures drop as yields rise after Fed signals higher-for-longer rates,Business,Reuters,"U.S. stock index futures fell on Thursday pressured by a decline in growth stocks as Treasury yields jumped after the Federal Reserve signaled that another rate hike was in the offing this year.  Rate-sensitive stocks including Apple, Meta Platforms, Alphabet, and Nvidia fell between 0.6% and 2.3% in premarket trading as the two-year and 10-year Treasury yields  scaled multi-year highs.  The U.S. central bank delivered a widely anticipated pause on Wednesday and revised economic projections higher with warnings that the battle against inflation was far from over, prompting a weak session for Wall Street.",2023-09-21 14:59:35.067221
206,Cisco beefs up cybersecurity play with $28 billion Splunk deal,Business,Reuters,"Cisco's offer price of $157 per share in cash represents a premium of about 31% to Splunk's Wednesday close.  ""Combined, Cisco and Splunk will become one of the world's largest software companies and will accelerate Cisco's business transformation to more recurring revenue,"" the companies said in a joint statement.  Cisco shares were down nearly 5% in premarket, while trading in Splunk stock was halted.",2023-09-21 15:12:35.455602
207,"FOREX-Pound, franc slide as central banks pause hikes; dollar holds firm",Business,Reuters,"The pound and Swiss franc tumbled on Thursday after the British and Swiss central banks kept rates unchanged, while the dollar hit a 6-1/2 month high after the U.S. Federal Reserve signalled policy would remain restrictive for longer.  The yen, meanwhile, was at its lowest since November before Friday's Bank of Japan policy announcement, while central banks in Sweden and Norway both met expectations for 25 basis point rate rises.  The Bank of England halted a run of 14 consecutive rate hikes by voting with a narrow 5-4 margin to keep its Bank Rate at 5.25%, the first time since December 2021 it has not raised rates.",2023-09-21 15:14:56.751965
208,TIMELINE-Chevron accepts Australian labour tribunal's terms to end strike at LNG plants,Business,Reuters,"The Fair Work Commission of Australia, which has the power to impose a settlement, ""strongly recommended"" parties accept its proposals to end work stoppages that began on Sept. 8 at the Gorgon and Wheatstone LNG operations.  The workers at the facilities, which account for nearly 7% of global LNG supply, are backed by the Offshore Alliance - that combines the Maritime Union of Australia and Australian Workers' Union.  Chevron had been negotiating with the workers for weeks alongside Australia's Woodside Energy, which managed to avert the strikes last month after reaching a deal.",2023-09-21 15:23:35.055323
209,GLOBAL MARKETS-Dollar reigns as Europe's central banks spring some surprises,Business,Reuters,"World stocks fell for a fifth straight session, the dollar hit its strongest since March and sterling and the Swiss franc tumbled on Thursday, as the latest crop of central bank interest rate moves continued to produce surprises.  The mood had already been ""risk off"" after the U.S. Federal Reserve had signalled that it probably had at least one more hike left in the relentless rate rise cycle it began early last year.  Dealers were then caught off guard by a lurch in the franc in Europe as Swiss National Bank unexpectedly held its rates steady, a move then repeated in Britain and sterling markets as the Bank of England followed suit.",2023-09-21 15:25:54.493165
